id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2021-43848,"h2o is an open source http server. In code prior to the `8c0eca3` commit h2o may attempt to access uninitialized memory. When receiving QUIC frames in certain order, HTTP/3 server-side implementation of h2o can be misguided to treat uninitialized memory as HTTP/3 frames that have been received. When",QUIC,CWE-908,,,,2022-02-01T13:15:09.717,5.9,MEDIUM,nvd,h2o is an open source http server in code prior to the 8c0eca3 commit h2o may attempt to access uninitialized memory when receiving quic frames in certain order http3 serverside implementation of h2o can be misguided to treat uninitialized memory as http3 frames that have been received when,"h2o is an open source http server. In code prior to the `8c0eca3` commit h2o may attempt to access uninitialized memory. When receiving QUIC frames in certain order, HTTP/3 server-side implementation of h2o can be misguided to treat uninitialized memory as HTTP/3 frames that have been received. When",
CVE-2021-45281,"QuickBox Pro v2.4.8 contains a cross-site scripting (XSS) vulnerability at ""adminuseredit.php?usertoedit=XSS"", as the user supplied input for the value of this parameter is not properly sanitized.",QUIC,CWE-79,,,,2022-02-07T22:15:08.473,6.1,MEDIUM,nvd,quickbox pro v248 contains a crosssite scripting xss vulnerability at adminusereditphpusertoeditxss as the user supplied input for the value of this parameter is not properly sanitized,"QuickBox Pro v2.4.8 contains a cross-site scripting (XSS) vulnerability at ""adminuseredit.php?usertoedit=XSS"", as the user supplied input for the value of this parameter is not properly sanitized.",
CVE-2020-13674,"The QuickEdit module does not properly validate access to routes, which could allow cross-site request forgery under some circumstances and lead to possible data integrity issues. Sites are only affected if the QuickEdit module (which comes with the Standard profile) is installed. Removing the ""acce",QUIC,CWE-352,,,,2022-02-11T16:15:08.307,6.5,MEDIUM,nvd,the quickedit module does not properly validate access to routes which could allow crosssite request forgery under some circumstances and lead to possible data integrity issues sites are only affected if the quickedit module which comes with the standard profile is installed removing the acce,"The QuickEdit module does not properly validate access to routes, which could allow cross-site request forgery under some circumstances and lead to possible data integrity issues. Sites are only affected if the QuickEdit module (which comes with the Standard profile) is installed. Removing the ""acce",
CVE-2020-13676,"The QuickEdit module does not properly check access to fields in some circumstances, which can lead to unintended disclosure of field data. Sites are only affected if the QuickEdit module (which comes with the Standard profile) is installed.",QUIC,"CWE-284,CWE-863",,,,2022-02-11T16:15:08.430,6.5,MEDIUM,nvd,the quickedit module does not properly check access to fields in some circumstances which can lead to unintended disclosure of field data sites are only affected if the quickedit module which comes with the standard profile is installed,"The QuickEdit module does not properly check access to fields in some circumstances, which can lead to unintended disclosure of field data. Sites are only affected if the QuickEdit module (which comes with the Standard profile) is installed.",
CVE-2022-25270,"The Quick Edit module does not properly check entity access in some circumstances. This could result in users with the ""access in-place editing"" permission viewing some content they are are not authorized to access. Sites are only affected if the QuickEdit module (which comes with the Standard profi",QUIC,CWE-863,,,,2022-02-17T00:15:07.710,6.5,MEDIUM,nvd,the quick edit module does not properly check entity access in some circumstances this could result in users with the access inplace editing permission viewing some content they are are not authorized to access sites are only affected if the quickedit module which comes with the standard profi,"The Quick Edit module does not properly check entity access in some circumstances. This could result in users with the ""access in-place editing"" permission viewing some content they are are not authorized to access. Sites are only affected if the QuickEdit module (which comes with the Standard profi",
CVE-2021-20322,A flaw in the processing of received ICMP errors (ICMP fragment needed and ICMP redirect) in the Linux kernel functionality was found to allow the ability to quickly scan open UDP ports. This flaw allows an off-path remote user to effectively bypass the source port UDP randomization. The highest thr,QUIC,CWE-330,,,,2022-02-18T18:15:09.013,7.4,HIGH,nvd,a flaw in the processing of received icmp errors icmp fragment needed and icmp redirect in the linux kernel functionality was found to allow the ability to quickly scan open udp ports this flaw allows an offpath remote user to effectively bypass the source port udp randomization the highest thr,A flaw in the processing of received ICMP errors (ICMP fragment needed and ICMP redirect) in the Linux kernel functionality was found to allow the ability to quickly scan open UDP ports. This flaw allows an off-path remote user to effectively bypass the source port UDP randomization. The highest thr,
CVE-2022-0279,"The AnyComment WordPress plugin before 0.2.18 is affected by a race condition when liking/disliking a comment/reply, which could allow any authenticated user to quickly raise their rating or lower the rating of other users",QUIC,CWE-362,,,,2022-02-21T11:15:09.630,3.1,LOW,nvd,the anycomment wordpress plugin before 0218 is affected by a race condition when likingdisliking a commentreply which could allow any authenticated user to quickly raise their rating or lower the rating of other users,"The AnyComment WordPress plugin before 0.2.18 is affected by a race condition when liking/disliking a comment/reply, which could allow any authenticated user to quickly raise their rating or lower the rating of other users",
CVE-2021-43969,The login.jsp page of Quicklert for Digium 10.0.0 (1043) is affected by both Blind SQL Injection with Out-of-Band Interaction (DNS) and Blind Time-Based SQL Injections. Exploitation can be used to disclose all data within the database (up to and including the administrative accounts' login IDs and p,QUIC,CWE-89,,,,2022-03-10T17:44:11.403,6.5,MEDIUM,nvd,the loginjsp page of quicklert for digium 1000 1043 is affected by both blind sql injection with outofband interaction dns and blind timebased sql injections exploitation can be used to disclose all data within the database up to and including the administrative accounts login ids and p,The login.jsp page of Quicklert for Digium 10.0.0 (1043) is affected by both Blind SQL Injection with Out-of-Band Interaction (DNS) and Blind Time-Based SQL Injections. Exploitation can be used to disclose all data within the database (up to and including the administrative accounts' login IDs and p,
CVE-2021-43970,An arbitrary file upload vulnerability exists in albumimages.jsp in Quicklert for Digium 10.0.0 (1043) via a .mp3;.jsp filename for a file that begins with audio data bytes. It allows an authenticated (low privileged) attacker to execute remote code on the target server within the context of applica,QUIC,CWE-434,,,,2022-03-10T17:44:11.860,8.8,HIGH,nvd,an arbitrary file upload vulnerability exists in albumimagesjsp in quicklert for digium 1000 1043 via a mp3jsp filename for a file that begins with audio data bytes it allows an authenticated low privileged attacker to execute remote code on the target server within the context of applica,An arbitrary file upload vulnerability exists in albumimages.jsp in Quicklert for Digium 10.0.0 (1043) via a .mp3;.jsp filename for a file that begins with audio data bytes. It allows an authenticated (low privileged) attacker to execute remote code on the target server within the context of applica,
CVE-2022-24286,"Acer QuickAccess 2.01.300x before 2.01.3030 and 3.00.30xx before 3.00.3038 contains a local privilege escalation vulnerability. The user process communicates with a service of system authority through a named pipe. In this case, the Named Pipe is also given Read and Write rights to the general user.",QUIC,CWE-287,,,,2022-03-10T17:46:03.193,7.8,HIGH,nvd,acer quickaccess 201300x before 2013030 and 30030xx before 3003038 contains a local privilege escalation vulnerability the user process communicates with a service of system authority through a named pipe in this case the named pipe is also given read and write rights to the general user,"Acer QuickAccess 2.01.300x before 2.01.3030 and 3.00.30xx before 3.00.3038 contains a local privilege escalation vulnerability. The user process communicates with a service of system authority through a named pipe. In this case, the Named Pipe is also given Read and Write rights to the general user.",
CVE-2022-0280,A race condition vulnerability exists in the QuickClean feature of McAfee Total Protection for Windows prior to 16.0.43 that allows a local user to gain privilege elevation and perform an arbitrary file delete. This could lead to sensitive files being deleted and potentially cause denial of service.,QUIC,CWE-367,,,,2022-03-10T23:15:08.270,7.0,HIGH,nvd,a race condition vulnerability exists in the quickclean feature of mcafee total protection for windows prior to 16043 that allows a local user to gain privilege elevation and perform an arbitrary file delete this could lead to sensitive files being deleted and potentially cause denial of service,A race condition vulnerability exists in the QuickClean feature of McAfee Total Protection for Windows prior to 16.0.43 that allows a local user to gain privilege elevation and perform an arbitrary file delete. This could lead to sensitive files being deleted and potentially cause denial of service.,
CVE-2022-0735,"An issue has been discovered in GitLab CE/EE affecting all versions starting from 12.10 before 14.6.5, all versions starting from 14.7 before 14.7.4, all versions starting from 14.8 before 14.8.2. An unauthorised user was able to steal runner registration tokens through an information disclosure vul",QUIC,NVD-CWE-noinfo,,,,2022-03-28T19:15:08.680,9.8,CRITICAL,nvd,an issue has been discovered in gitlab ceee affecting all versions starting from 1210 before 1465 all versions starting from 147 before 1474 all versions starting from 148 before 1482 an unauthorised user was able to steal runner registration tokens through an information disclosure vul,"An issue has been discovered in GitLab CE/EE affecting all versions starting from 12.10 before 14.6.5, all versions starting from 14.7 before 14.7.4, all versions starting from 14.8 before 14.8.2. An unauthorised user was able to steal runner registration tokens through an information disclosure vul",
CVE-2021-23247,A command injection vulerability found in quick game engine allows arbitrary remote code in quick app. Allows remote attacke0rs to gain arbitrary code execution in quick game engine,QUIC,CWE-77,,,,2022-04-01T23:15:08.893,9.8,CRITICAL,nvd,a command injection vulerability found in quick game engine allows arbitrary remote code in quick app allows remote attacke0rs to gain arbitrary code execution in quick game engine,A command injection vulerability found in quick game engine allows arbitrary remote code in quick app. Allows remote attacke0rs to gain arbitrary code execution in quick game engine,
CVE-2022-24815,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures. SQL Injection vulnerability in entities for applications generated with the option ""reactive with Spring WebFlux"" enabled and an SQL database using r2dbc. Applications crea",QUIC,CWE-89,,,,2022-04-11T20:15:20.217,8.1,HIGH,nvd,jhipster is a development platform to quickly generate develop  deploy modern web applications  microservice architectures sql injection vulnerability in entities for applications generated with the option reactive with spring webflux enabled and an sql database using r2dbc applications crea,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures. SQL Injection vulnerability in entities for applications generated with the option ""reactive with Spring WebFlux"" enabled and an SQL database using r2dbc. Applications crea",
CVE-2022-29819,In JetBrains IntelliJ IDEA before 2022.1 local code execution via links in Quick Documentation was possible,QUIC,CWE-94,,,,2022-04-28T10:15:08.420,7.7,HIGH,nvd,in jetbrains intellij idea before 20221 local code execution via links in quick documentation was possible,In JetBrains IntelliJ IDEA before 2022.1 local code execution via links in Quick Documentation was possible,
CVE-2022-29821,In JetBrains Rider before 2022.1 local code execution via links in ReSharper Quick Documentation was possible,QUIC,CWE-94,,,,2022-04-28T10:15:08.540,7.7,HIGH,nvd,in jetbrains rider before 20221 local code execution via links in resharper quick documentation was possible,In JetBrains Rider before 2022.1 local code execution via links in ReSharper Quick Documentation was possible,
CVE-2022-26071,"On F5 BIG-IP 16.1.x versions prior to 16.1.2.2, 15.1.x versions prior to 15.1.5.1, 14.1.x versions prior to 14.1.4.6, 13.1.x versions prior to 13.1.5, and all versions of 12.1.x and 11.6.x, a flaw in the way reply ICMP packets are limited in the Traffic Management Microkernel (TMM) allows an attacke",QUIC,CWE-330,,,,2022-05-05T17:15:11.177,7.5,HIGH,nvd,on f5 bigip 161x versions prior to 16122 151x versions prior to 15151 141x versions prior to 14146 131x versions prior to 1315 and all versions of 121x and 116x a flaw in the way reply icmp packets are limited in the traffic management microkernel tmm allows an attacke,"On F5 BIG-IP 16.1.x versions prior to 16.1.2.2, 15.1.x versions prior to 15.1.5.1, 14.1.x versions prior to 14.1.4.6, 13.1.x versions prior to 13.1.5, and all versions of 12.1.x and 11.6.x, a flaw in the way reply ICMP packets are limited in the Traffic Management Microkernel (TMM) allows an attacke",
CVE-2022-30592,liblsquic/lsquic_qenc_hdl.c in LiteSpeed QUIC (aka LSQUIC) before 3.1.0 mishandles MAX_TABLE_CAPACITY.,QUIC,CWE-476,,,,2022-05-11T23:15:08.643,9.8,CRITICAL,nvd,liblsquiclsquic_qenc_hdlc in litespeed quic aka lsquic before 310 mishandles max_table_capacity,liblsquic/lsquic_qenc_hdl.c in LiteSpeed QUIC (aka LSQUIC) before 3.1.0 mishandles MAX_TABLE_CAPACITY.,
CVE-2022-31466,"Time of Check - Time of Use (TOCTOU) vulnerability in Quick Heal Total Security prior to 12.1.1.27 allows a local attacker to achieve privilege escalation, potentially leading to deletion of system files. This is achieved through exploiting the time between detecting a file as malicious and when the",QUIC,"CWE-367,CWE-59",,,,2022-05-23T19:16:07.740,7.0,HIGH,nvd,time of check  time of use toctou vulnerability in quick heal total security prior to 121127 allows a local attacker to achieve privilege escalation potentially leading to deletion of system files this is achieved through exploiting the time between detecting a file as malicious and when the,"Time of Check - Time of Use (TOCTOU) vulnerability in Quick Heal Total Security prior to 12.1.1.27 allows a local attacker to achieve privilege escalation, potentially leading to deletion of system files. This is achieved through exploiting the time between detecting a file as malicious and when the",
CVE-2022-31467,"A DLL hijacking vulnerability in the installed for Quick Heal Total Security prior to 12.1.1.27 allows a local attacker to achieve privilege escalation, leading to execution of arbitrary code, via the installer not restricting the search path for required DLLs and then not verifying the signature of",QUIC,CWE-427,,,,2022-05-23T19:16:07.813,7.3,HIGH,nvd,a dll hijacking vulnerability in the installed for quick heal total security prior to 121127 allows a local attacker to achieve privilege escalation leading to execution of arbitrary code via the installer not restricting the search path for required dlls and then not verifying the signature of,"A DLL hijacking vulnerability in the installed for Quick Heal Total Security prior to 12.1.1.27 allows a local attacker to achieve privilege escalation, leading to execution of arbitrary code, via the installer not restricting the search path for required DLLs and then not verifying the signature of",
CVE-2022-30745,Improper access control vulnerability in Quick Share prior to version 13.1.2.4 allows attacker to access internal files in Quick Share.,QUIC,"CWE-284,NVD-CWE-Other",,,,2022-06-07T19:15:10.727,5.5,MEDIUM,nvd,improper access control vulnerability in quick share prior to version 13124 allows attacker to access internal files in quick share,Improper access control vulnerability in Quick Share prior to version 13.1.2.4 allows attacker to access internal files in Quick Share.,
CVE-2022-1792,"The Quick Subscribe WordPress plugin through 1.7.1 does not have CSRF check in place when updating its settings, which could allow attackers to make a logged in admin change them via a CSRF attack and leading to Stored XSS due to the lack of sanitisation and escaping in some of them",QUIC,CWE-352,,,,2022-06-13T13:15:13.007,5.4,MEDIUM,nvd,the quick subscribe wordpress plugin through 171 does not have csrf check in place when updating its settings which could allow attackers to make a logged in admin change them via a csrf attack and leading to stored xss due to the lack of sanitisation and escaping in some of them,"The Quick Subscribe WordPress plugin through 1.7.1 does not have CSRF check in place when updating its settings, which could allow attackers to make a logged in admin change them via a CSRF attack and leading to Stored XSS due to the lack of sanitisation and escaping in some of them",
CVE-2022-30591,quic-go through 0.27.0 allows remote attackers to cause a denial of service (CPU consumption) via a Slowloris variant in which incomplete QUIC or HTTP/3 requests are sent. This occurs because mtu_discoverer.go misparses the MTU Discovery service and consequently overflows the probe timer. NOTE: the,QUIC,CWE-400,,,,2022-07-06T12:15:08.173,7.5,HIGH,nvd,quicgo through 0270 allows remote attackers to cause a denial of service cpu consumption via a slowloris variant in which incomplete quic or http3 requests are sent this occurs because mtu_discoverergo misparses the mtu discovery service and consequently overflows the probe timer note the,quic-go through 0.27.0 allows remote attackers to cause a denial of service (CPU consumption) via a Slowloris variant in which incomplete QUIC or HTTP/3 requests are sent. This occurs because mtu_discoverer.go misparses the MTU Discovery service and consequently overflows the probe timer. NOTE: the,
CVE-2022-29923,Cross-site Scripting (XSS) vulnerability in ThingsForRestaurants Quick Restaurant Reservations (WordPress plugin) allows Reflected XSS.This issue affects Quick Restaurant Reservations (WordPress plugin): from n/a through 1.4.1.,QUIC,CWE-79,,,,2022-07-20T19:15:14.463,4.8,MEDIUM,nvd,crosssite scripting xss vulnerability in thingsforrestaurants quick restaurant reservations wordpress plugin allows reflected xssthis issue affects quick restaurant reservations wordpress plugin from na through 141,Cross-site Scripting (XSS) vulnerability in ThingsForRestaurants Quick Restaurant Reservations (WordPress plugin) allows Reflected XSS.This issue affects Quick Restaurant Reservations (WordPress plugin): from n/a through 1.4.1.,
CVE-2022-1948,An issue has been discovered in GitLab affecting all versions starting from 15.0 before 15.0.1. Missing validation of input used in quick actions allowed an attacker to exploit XSS by injecting HTML in contact details.,QUIC,CWE-79,,,,2022-07-28T15:15:07.600,5.4,MEDIUM,nvd,an issue has been discovered in gitlab affecting all versions starting from 150 before 1501 missing validation of input used in quick actions allowed an attacker to exploit xss by injecting html in contact details,An issue has been discovered in GitLab affecting all versions starting from 15.0 before 15.0.1. Missing validation of input used in quick actions allowed an attacker to exploit XSS by injecting HTML in contact details.,
CVE-2022-2843,A vulnerability was found in MotoPress Timetable and Event Schedule. It has been rated as problematic. Affected by this issue is some unknown functionality of the file /wp-admin/admin-ajax.php of the component Quick Edit. The manipulation of the argument post_title with the input <img src=x onerror=,QUIC,CWE-79,,,,2022-08-16T19:15:08.660,6.1,MEDIUM,nvd,a vulnerability was found in motopress timetable and event schedule it has been rated as problematic affected by this issue is some unknown functionality of the file wpadminadminajaxphp of the component quick edit the manipulation of the argument post_title with the input img srcx onerror,A vulnerability was found in MotoPress Timetable and Event Schedule. It has been rated as problematic. Affected by this issue is some unknown functionality of the file /wp-admin/admin-ajax.php of the component Quick Edit. The manipulation of the argument post_title with the input <img src=x onerror=,
CVE-2022-39860,Improper access control vulnerability in QuickShare prior to version 13.2.3.5 allows attackers to access sensitive information via implicit broadcast.,QUIC,"CWE-284,NVD-CWE-Other",,,,2022-10-07T15:15:21.017,3.5,LOW,nvd,improper access control vulnerability in quickshare prior to version 13235 allows attackers to access sensitive information via implicit broadcast,Improper access control vulnerability in QuickShare prior to version 13.2.3.5 allows attackers to access sensitive information via implicit broadcast.,
CVE-2022-3705,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to add,QUIC,"CWE-119,CWE-416",,,,2022-10-26T20:15:10.820,7.5,HIGH,nvd,a vulnerability was found in vim and classified as problematic affected by this issue is the function qf_update_buffer of the file quickfixc of the component autocmd handler the manipulation leads to use after free the attack may be launched remotely upgrading to version 900805 is able to add,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to add,
CVE-2022-3322,"Lock Warp switch is a feature of Zero Trust platform which, when
 enabled, prevents users of enrolled devices from disabling WARP client.
 Due to insufficient policy verification by WARP iOS client, this 
feature could be bypassed by using the ""Disable WARP"" quick action.



",QUIC,"CWE-347,CWE-862",,,,2022-10-28T10:15:17.277,7.5,HIGH,nvd,"lock warp switch is a feature of zero trust platform which when
 enabled prevents users of enrolled devices from disabling warp client
 due to insufficient policy verification by warp ios client this 
feature could be bypassed by using the disable warp quick action



","Lock Warp switch is a feature of Zero Trust platform which, when
 enabled, prevents users of enrolled devices from disabling WARP client.
 Due to insufficient policy verification by WARP iOS client, this 
feature could be bypassed by using the ""Disable WARP"" quick action.



",
CVE-2022-3964,A vulnerability classified as problematic has been found in ffmpeg. This affects an unknown part of the file libavcodec/rpzaenc.c of the component QuickTime RPZA Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. It is possible to initiate the attack remotely. The na,QUIC,CWE-119,,,,2022-11-13T08:15:14.657,8.1,HIGH,nvd,a vulnerability classified as problematic has been found in ffmpeg this affects an unknown part of the file libavcodecrpzaencc of the component quicktime rpza video encoder the manipulation of the argument y_size leads to outofbounds read it is possible to initiate the attack remotely the na,A vulnerability classified as problematic has been found in ffmpeg. This affects an unknown part of the file libavcodec/rpzaenc.c of the component QuickTime RPZA Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. It is possible to initiate the attack remotely. The na,
CVE-2022-3965,A vulnerability classified as problematic was found in ffmpeg. This vulnerability affects the function smc_encode_stream of the file libavcodec/smcenc.c of the component QuickTime Graphics Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. The attack can be initiated,QUIC,CWE-119,,,,2022-11-13T08:15:15.367,8.1,HIGH,nvd,a vulnerability classified as problematic was found in ffmpeg this vulnerability affects the function smc_encode_stream of the file libavcodecsmcencc of the component quicktime graphics video encoder the manipulation of the argument y_size leads to outofbounds read the attack can be initiated,A vulnerability classified as problematic was found in ffmpeg. This vulnerability affects the function smc_encode_stream of the file libavcodec/smcenc.c of the component QuickTime Graphics Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. The attack can be initiated,
CVE-2022-38201,"An unvalidated redirect vulnerability exists in Esri Portal for ArcGIS Quick Capture Web Designer versions 10.8.1 to 10.9.1. A remote, unauthenticated attacker can potentially induce an unsuspecting authenticated user to access an an attacker controlled domain.",QUIC,CWE-601,,,,2022-11-15T21:15:37.093,6.1,MEDIUM,nvd,an unvalidated redirect vulnerability exists in esri portal for arcgis quick capture web designer versions 1081 to 1091 a remote unauthenticated attacker can potentially induce an unsuspecting authenticated user to access an an attacker controlled domain,"An unvalidated redirect vulnerability exists in Esri Portal for ArcGIS Quick Capture Web Designer versions 10.8.1 to 10.9.1. A remote, unauthenticated attacker can potentially induce an unsuspecting authenticated user to access an an attacker controlled domain.",
CVE-2022-45482,"Lazy Mouse server enforces weak password requirements and doesn't implement rate limiting, allowing remote unauthenticated users to easily and quickly brute force the PIN and execute arbitrary commands. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",QUIC,CWE-521,,,,2022-12-02T16:15:09.357,9.8,CRITICAL,nvd,lazy mouse server enforces weak password requirements and doesnt implement rate limiting allowing remote unauthenticated users to easily and quickly brute force the pin and execute arbitrary commands cvss31avnaclprnuinsuchihah,"Lazy Mouse server enforces weak password requirements and doesn't implement rate limiting, allowing remote unauthenticated users to easily and quickly brute force the PIN and execute arbitrary commands. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",
CVE-2022-47946,"An issue was discovered in the Linux kernel 5.10.x before 5.10.155. A use-after-free in io_sqpoll_wait_sq in fs/io_uring.c allows an attacker to crash the kernel, resulting in denial of service. finish_wait can be skipped. An attack can occur in some situations by forking a process and then quickly ",QUIC,CWE-416,,,,2022-12-23T22:15:08.773,5.5,MEDIUM,nvd,an issue was discovered in the linux kernel 510x before 510155 a useafterfree in io_sqpoll_wait_sq in fsio_uringc allows an attacker to crash the kernel resulting in denial of service finish_wait can be skipped an attack can occur in some situations by forking a process and then quickly,"An issue was discovered in the Linux kernel 5.10.x before 5.10.155. A use-after-free in io_sqpoll_wait_sq in fs/io_uring.c allows an attacker to crash the kernel, resulting in denial of service. finish_wait can be skipped. An attack can occur in some situations by forking a process and then quickly ",
CVE-2023-23491,"The Quick Event Manager WordPress Plugin, version < 9.7.5, is affected by a reflected cross-site scripting vulnerability in the 'category' parameter of its 'qem_ajax_calendar' action.",QUIC,CWE-79,,,,2023-01-20T19:15:18.493,6.1,MEDIUM,nvd,the quick event manager wordpress plugin version  975 is affected by a reflected crosssite scripting vulnerability in the category parameter of its qem_ajax_calendar action,"The Quick Event Manager WordPress Plugin, version < 9.7.5, is affected by a reflected cross-site scripting vulnerability in the 'category' parameter of its 'qem_ajax_calendar' action.",
CVE-2022-3094,"Sending a flood of dynamic DNS updates may cause `named` to allocate large amounts of memory. This, in turn, may cause `named` to exit due to a lack of free memory. We are not aware of any cases where this has been exploited.

Memory is allocated prior to the checking of access permissions (ACLs) an",QUIC,"CWE-400,CWE-416",,,,2023-01-26T21:15:50.653,7.5,HIGH,nvd,"sending a flood of dynamic dns updates may cause named to allocate large amounts of memory this in turn may cause named to exit due to a lack of free memory we are not aware of any cases where this has been exploited

memory is allocated prior to the checking of access permissions acls an","Sending a flood of dynamic DNS updates may cause `named` to allocate large amounts of memory. This, in turn, may cause `named` to exit due to a lack of free memory. We are not aware of any cases where this has been exploited.

Memory is allocated prior to the checking of access permissions (ACLs) an",
CVE-2023-0550,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Insecure Direct Object Reference in versions up to, and including, 2.0.2. This is due to the fact that during menu item deletion/modification, the plugin does not verify that the post ID provided to the AJAX action is indeed a menu item",QUIC,,,,,2023-01-27T21:15:11.123,4.3,MEDIUM,nvd,the quick restaurant menu plugin for wordpress is vulnerable to insecure direct object reference in versions up to and including 202 this is due to the fact that during menu item deletionmodification the plugin does not verify that the post id provided to the ajax action is indeed a menu item,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Insecure Direct Object Reference in versions up to, and including, 2.0.2. This is due to the fact that during menu item deletion/modification, the plugin does not verify that the post ID provided to the AJAX action is indeed a menu item",
CVE-2023-0553,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Stored Cross-Site Scripting via its settings parameters in versions up to, and including, 2.0.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level per",QUIC,CWE-79,,,,2023-01-27T21:15:11.627,4.8,MEDIUM,nvd,the quick restaurant menu plugin for wordpress is vulnerable to stored crosssite scripting via its settings parameters in versions up to and including 202 due to insufficient input sanitization and output escaping this makes it possible for authenticated attackers with administratorlevel per,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Stored Cross-Site Scripting via its settings parameters in versions up to, and including, 2.0.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level per",
CVE-2023-0554,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 2.0.2. This is due to missing or incorrect nonce validation on its AJAX actions. This makes it possible for unauthenticated attackers to update menu items, via forged request ",QUIC,,,,,2023-01-27T21:15:11.850,4.3,MEDIUM,nvd,the quick restaurant menu plugin for wordpress is vulnerable to crosssite request forgery in versions up to and including 202 this is due to missing or incorrect nonce validation on its ajax actions this makes it possible for unauthenticated attackers to update menu items via forged request,"The Quick Restaurant Menu plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 2.0.2. This is due to missing or incorrect nonce validation on its AJAX actions. This makes it possible for unauthenticated attackers to update menu items, via forged request ",
CVE-2023-0555,"The Quick Restaurant Menu plugin for WordPress is vulnerable to authorization bypass due to a missing capability check on its AJAX actions in versions up to, and including, 2.0.2. This makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke those actions",QUIC,,,,,2023-01-27T21:15:12.230,5.4,MEDIUM,nvd,the quick restaurant menu plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on its ajax actions in versions up to and including 202 this makes it possible for authenticated attackers with subscriberlevel permissions and above to invoke those actions,"The Quick Restaurant Menu plugin for WordPress is vulnerable to authorization bypass due to a missing capability check on its AJAX actions in versions up to, and including, 2.0.2. This makes it possible for authenticated attackers, with subscriber-level permissions and above, to invoke those actions",
CVE-2022-45435,"IdentityIQ 8.3 and all 8.3 patch levels prior to 8.3p2, IdentityIQ 8.2 and all 8.2 patch levels prior to 8.2p5, IdentityIQ 8.1 and all 8.1 patch levels prior to 8.1p7, IdentityIQ 8.0 and all 8.0 patch levels prior to 8.0p6, and all prior versions allow authenticated users assigned the Identity Admin",QUIC,CWE-863,,,,2023-01-31T15:15:08.837,6.5,MEDIUM,nvd,identityiq 83 and all 83 patch levels prior to 83p2 identityiq 82 and all 82 patch levels prior to 82p5 identityiq 81 and all 81 patch levels prior to 81p7 identityiq 80 and all 80 patch levels prior to 80p6 and all prior versions allow authenticated users assigned the identity admin,"IdentityIQ 8.3 and all 8.3 patch levels prior to 8.3p2, IdentityIQ 8.2 and all 8.2 patch levels prior to 8.2p5, IdentityIQ 8.1 and all 8.1 patch levels prior to 8.1p7, IdentityIQ 8.0 and all 8.0 patch levels prior to 8.0p6, and all prior versions allow authenticated users assigned the Identity Admin",
CVE-2023-22368,Untrusted search path vulnerability in ELECOM Camera Assistant 1.00 and QuickFileDealer Ver.1.2.1 and earlier allows an attacker to gain privileges via a Trojan horse DLL in an unspecified directory.,QUIC,CWE-426,,,,2023-02-15T01:15:10.473,7.8,HIGH,nvd,untrusted search path vulnerability in elecom camera assistant 100 and quickfiledealer ver121 and earlier allows an attacker to gain privileges via a trojan horse dll in an unspecified directory,Untrusted search path vulnerability in ELECOM Camera Assistant 1.00 and QuickFileDealer Ver.1.2.1 and earlier allows an attacker to gain privileges via a Trojan horse DLL in an unspecified directory.,
CVE-2023-23974,"Cross-Site Request Forgery (CSRF) vulnerability in Fullworks Quick Event Manager plugin <=��9.7.4 affecting all registration actions (delete, delete all, edit, update).",QUIC,CWE-352,,,,2023-03-01T13:15:10.520,5.4,MEDIUM,nvd,crosssite request forgery csrf vulnerability in fullworks quick event manager plugin ��974 affecting all registration actions delete delete all edit update,"Cross-Site Request Forgery (CSRF) vulnerability in Fullworks Quick Event Manager plugin <=��9.7.4 affecting all registration actions (delete, delete all, edit, update).",
